id,title,authors,year,source,doi,code,exclusion_reason,snowballing_value,background_pool_c8,make
R0243,"The integration of green energy and artificial intelligence in next-generation energy supply chain: An analysis of economic, social, and environmental impacts",Qiu K.; Zhao K.,2024,Scopus + WoS,10.1016/j.seta.2024.103660,E2,No supply chain scope,,,
R0244,Implementation of Multi Extension in Blockchain-Based IoT Platform for Industrial IoT Devices,Prayudi A.; Sukaridhoto S.; Al Rasyid M.U.H.; Hakim O.S.; Panduman Y.Y.F.; Budiarti R.P.N.,2024,Scopus,10.62527/joiv.8.2.2401,E2,No supply chain scope,,,
R0245,Petroleum Industry Value Chain Optimization: the Inevitability of Artificial Intelligence and Data Science in Midstream and Downstream Development,Favour D.A.,2024,Scopus,10.2118/221799-ms,E1,No digital twin/model,,,
R0246,Metaverse in transportation and logistics operations: An AI-supported digital technological framework,Kuo H.-T.; Choi T.-M.,2024,Scopus + WoS,10.1016/j.tre.2024.103496,E4,Wrong publication type,alto,,
R0247,Optimization of cooling rate of Q-P treated 42SiCr steel using AI digital twinning,Khalaj O.; Hassas P.; Mašek B.; Štadler C.; Svoboda J.,2024,Scopus + WoS,10.1016/j.heliyon.2024.e32101,E2,No supply chain scope,,,
R0248,"Cognitive digital twin-based Internet of Robotic Things, multi-sensory extended reality and simulation modeling technologies, and generative artificial intelligence and cyber–physical manufacturing systems in the immersive industrial metaverse",Lăzăroiu G.; Gedeon T.; Valaskova K.; Vrbka J.; Šuleř P.; Zvarikova K.; Kramarova K.; Rowland Z.; Stehel V.; Gajanova L.; Horák J.; Grupac M.; Caha Z.; Blazek R.; Kovalova E.; Nagy M.,2024,Scopus + WoS,10.24136/eq.3131,E4,Wrong publication type,bajo,,
R0249,Potential of Applying Artificial Intelligence to Hot Metal Logistics Management,Campos M.G.G.; van Beurden P.,2024,Scopus,10.19691/j.cnki.1004-4493.2024.03.006,I,,,,Make
R0250,Application of simulation and machine learning in supply chain management: A synthesis of the literature using the Sim-ML literature classification framework,Badakhshan E.; Mustafee N.; Bahadori R.,2024,Scopus + WoS,10.1016/j.cie.2024.110649,E4,Wrong publication type,medio,,
R0251,"Big data, machine learning, and digital twin assisted additive manufacturing: A review",Jin L.; Zhai X.; Wang K.; Zhang K.; Wu D.; Nazir A.; Jiang J.; Liao W.-H.,2024,Scopus + WoS,10.1016/j.matdes.2024.113086,E4,Wrong publication type,medio,,
R0252,Digital twin model with machine learning and optimization for resilient production–distribution systems under disruptions,Corsini R.R.; Costa A.; Fichera S.; Framinan J.M.,2024,Scopus + WoS,10.1016/j.cie.2024.110145,I,,,,
R0253,Instance Segmentation and Digital Twin Use Case for WIP Tracking in Heavy Industry,Choi J.W.; Patil S.; Lee C.; Park J.-H.,2024,Scopus + WoS,10.1007/978-3-031-71633-1_26,I,,,,Make
R0254,A Conceptual Framework for Optimizing Performance in Sustainable Supply Chain Management and Digital Transformation towards Industry 5.0,Dossou P.-E.; Alvarez-de-los-Mozos E.; Pawlewski P.,2024,Scopus + WoS,10.3390/math12172737,E3,No AI/ML component,,,
R0255,A Supply Chain Digital Twins Framework with Generative Knowledge Graph,Zhang J.; Wang Y.; Jia Z.; Ren L.,2024,Scopus,10.1109/swc62898.2024.00315,I,,,,
R0256,"Digital Twin Prototype Structure of Value, Demand and Supply Chain Management",Tyapukhin A.; Yumatov A.; Vidishcheva R.,2024,Scopus,10.1007/978-3-031-66801-2_19,E3,No AI/ML component,,medio,
R0257,The Convergence of Artificial Intelligence and Big Data for Humanitarian Supply Chain Resilience,Ahatsi E.; Akpan J.; Olanrewaju O.,2024,Scopus + WoS,10.1109/ihtc61819.2024.10855125,E4,Wrong publication type,medio,,
R0258,Leveraging the Metaverse for Enhanced Decision-Making in Supply Chain Management: A Framework for Addressing Industry 5.0 Challenges,Abdellatif G.; Alexandre P.; Fouad B.-A.; Christophe J.; Alain G.,2024,Scopus,10.1109/csdgais64098.2024.11064834,E1,No digital twin/model,,,
R0259,Digital Moon: Usage of Artificial Intelligence and Digital Twins for a Sustainable Lunar Economy,Boldt M.; Filipecka Z.; Nitschke F.; Ventre F.,2024,Scopus,10.52202/078374-0047,E4,Wrong publication type,bajo,,
R0260,Effects of Adopting Industry 4.0 on a Manufacturing Plant,Waghanna P.; Reddy A.; Deshpande S.; Chavan S.; Jaiswal V.R.; Naranje V.,2024,Scopus,10.1109/icrito61523.2024.10522189,E4,Wrong publication type,bajo,,
R0261,Machine Learning Model for a Digital Twin for Predictive Maintenance and Optimization in A Fruit Supply Chain,Goel V.; Arora A.; Rani R.; Goel N.; Thakar P.; Arora H.,2024,Scopus,10.1109/icaiqsa64000.2024.10882378,I,,,,
R0262,Recent developments in urban freight analytics for collaborative city logistics,Taniguchi E.; Thompson R.G.; Qureshi A.G.,2024,Scopus,10.1016/j.trpro.2024.03.003,E4,Wrong publication type,medio,,
R0263,Digital Twin Framework in Supply Chain Governance,Ghabak V.; Chaugule R.,2024,Scopus,10.1109/ic2pct60090.2024.10486732,E4,Wrong publication type,medio,,
R0264,Data-driven approach for dwell point positioning in automated storage and retrieval system: a metaheuristic-optimized ensemble learning,Rizqi Z.U.; Chou S.-Y.; Yu T.H.-K.,2024,Scopus,10.1007/s10479-024-06342-5,E1,No digital twin/model,,,
R0265,The role of advanced technologies and supply chain collaboration: during COVID-19 on sustainable supply chain performance,Javed A.; Basit A.; Ejaz F.; Hameed A.; Fodor Z.J.; Hossain M.B.,2024,Scopus + WoS,10.1007/s43621-024-00228-z,E1,No digital twin/model,,,
R0266,Transforming Cold Chain Management: The Role of Digital Twins in Post-Harvest Logistics,Vedashree R.; Ashok P.; Pillai S.,2024,Scopus + WoS,10.1109/wconf61366.2024.10691976,E3,No AI/ML component,,medio,
R0267,Construction of Beidou Space Time Technology Application Micromajor and Practice of Characteristic New Engineering Education,Xing J.; Yang X.; Cao C.; Meng L.; Ning Y.; Liu H.; Wang S.,2024,Scopus,10.1007/978-981-99-6928-9_21,E1,No digital twin/model,,,
R0268,"Leveraging Artificial Intelligence, Internet of Things, and Digital Twins in Sustainable Agriculture",Thakkar B.; Shaikh S.; Katkade P.; Shukre V.A.,2024,Scopus,10.1109/sparc61891.2024.10829179,E4,Wrong publication type,bajo,,
R0269,Machine Learning-Based Digital Twin for Water Distribution Network Anomaly Detection and Localization †,Pandey P.; Mücke N.T.; Jain S.; Ramachandran P.; Bohté S.M.; Oosterlee C.W.,2024,Scopus,10.3390/engproc2024069201,E2,No supply chain scope,,,
R0270,Towards Human-Centric Manufacturing: Leveraging Digital Twin for Enhanced Industrial Processes,Yang C.; Yu H.; Zheng Y.; Ala-Laurinaho R.; Feng L.; Tammi K.,2024,Scopus + WoS,10.1109/iecon55916.2024.10905474,I,,,,Make
R0271,Artificial intelligence enriched industry 4.0 readiness in manufacturing: the extended CCMS2.0e maturity model,Nick G.; Zeleny K.; Kovács T.; Járvás T.; Pocsarovszky K.; Kő A.,2024,Scopus + WoS,10.1080/21693277.2024.2357683,E1,No digital twin/model,,,
R0272,Deploying hybrid modelling to support the development of a digital twin for supply chain master planning under disruptions,Badakhshan E.; Ball P.,2024,Scopus + WoS,10.1080/00207543.2023.2244604,I,,,,
R0273,Conceptualisation of a 7-element digital twin framework in supply chain and operations management,Ivanov D.,2024,Scopus + WoS,10.1080/00207543.2023.2217291,I,,,,
R0274,"IKEA’s digital transformation: Lessons, achievements, and prospects in supply chain management",Yuan S.,2024,Scopus,10.1201/9781003508816-92,E1,No digital twin/model,,,
R0275,Navigating the Future: Digital Twin in Maritime Industry,Zeneli M.; Marinova G.,2024,Scopus + WoS,10.1109/cobcom62281.2024.10631195,E4,Wrong publication type,medio,,
R0276,Navigating Uncertainty: Cutting-Edge Approaches in Process Control and Monitoring for Risk Mitigation in Supply Chain Management †,Singh A.B.; Mishra Y.; Dusad C.; Dangayach G.S.; Sarkar P.; Meena M.L.,2024,Scopus,10.3390/engproc2024067074,E4,Wrong publication type,medio,,
R0277,A Reference Architecture for Dry Port Digital Twins: Preliminary Assessment Using ArchiMate,Antunes J.; Barata J.; da Cunha P.R.; Estima J.; Tavares J.,2024,Scopus + WoS,10.1007/978-3-031-59465-6_9,E3,No AI/ML component,,medio,
R0278,Blockchain Anchored Federated Learning and Tokenized Traceability for Sustainable Food Supply Chains,Chaganti K.R.; Kumar B.N.; Gutta P.K.; Elicherla S.L.R.; Nagesh C.; Raghavendar K.,2024,Scopus,10.1109/icuis64676.2024.10866271,E1,No digital twin/model,,,
R0279,Technologies of Industry 4.0 for the next fashion revolution: A systematic literature review,Daniela Huayanca Quispe S.; Mirely Moza Villalobos K.; Rodriguez S.,2024,Scopus,10.18687/laccei2024.1.1.582,E4,Wrong publication type,bajo,,
R0280,Internet of Things and Sustainability: A Literature Review,Gupta K.; Kar A.K.; Gupta M.P.,2024,Scopus,10.1007/978-3-031-50204-0_4,E4,Wrong publication type,bajo,,
R0281,Enhancing E-commerce Management with Machine Learning and Internet of Things: Design and Development,"Pang, DK; Wang, SD; Ge, D; Lin, W; Kang, YQ; Li, RTY",2024,WoS,10.1007/s13132-024-01969-y,E2,No supply chain scope,,,
R0282,Software Practice and Experience on Smart Mobility Digital Twin in Transportation and Automotive Industry: Toward SDV-empowered Digital Twin through EV Edge-Cloud and AutoML,"Kang, J",2024,WoS,10.13052/jwe1540-9589.2385,E2,No supply chain scope,,,
R0283,Trends in scientific production in the area of digital technologies and circular economy,"Aponte, GM",2024,WoS,10.35588/6436n243,E4,Wrong publication type,bajo,,
R0284,Automation of AM Via IoT Towards Implementation of e-logistics in Supply Chain for Industry 4.0,Ashima R.; Haleem A.; Bahl S.; Nandan D.; Javaid M.,2023,Scopus,10.1007/978-981-16-9057-0_20,E4,Wrong publication type,bajo,,
R0285,An Approach for Estimation of Temperature Profile Inside a Reefer Container During Transportation,Pattanaik S.; Bagchi S.; Nayak A.K.; Ghanshyam Katre P.; Jenamani M.,2023,Scopus + WoS,10.1109/oncon60463.2023.10430686,E1,No digital twin/model,,,
R0286,A Bibliometric Analysis of Digital Twin in the Supply Chain,Lam W.S.; Lam W.H.; Lee P.F.,2023,Scopus + WoS,10.3390/math11153350,E4,Wrong publication type,alto,,
R0287,Application of MES/MOM for Industry 4.0 supply chains: A cross-case analysis,Mantravadi S.; Srai J.S.; Møller C.,2023,Scopus,10.1016/j.compind.2023.103907,E1,No digital twin/model,,,
R0288,Navigating the Potential Applications and Challenges of Intelligent and Sustainable Manufacturing for a Greener Future,Akhai S.,2023,Scopus,10.5109/7160899,E1,No digital twin/model,,,
R0289,Research on Key Technologies of CCUS Supply Chain Digital Twin System for Smart Agriculture,Zhe W.; Xinhua Z.; Yiwei S.; Kaiqiang S.; Liang Z.; Hui D.,2023,Scopus,10.46855/energy-proceedings-10547,I,,,,
R0290,Research on the Application of Digital Twin Technology in Intelligent Information System of Modern Logistics Warehouse,Li N.; Sun J.,2023,Scopus,10.1109/icdsca59871.2023.10392494,I,,,,
R0291,Real-time Mixed Reality (MR) and Artificial Intelligence (AI) object recognition integration for digital twin in Industry 4.0,Tang Y.M.; Kuo W.T.; Lee C.K.M.,2023,Scopus + WoS,10.1016/j.iot.2023.100753,I,,,,
R0292,Driving Sustainability in Logistics Value Chains: A Telematics Data Hub Implementation for Accurate Carbon Footprint Assessment and Reporting Using Global Standards-based Tools,Agavanakis K.; Quitard R.; Kousias N.; Mellios G.; Elkaim E.,2023,Scopus,10.1063/5.0171377,E1,No digital twin/model,,,
R0293,A DDoS Attack Detection System for Industry 5.0 using Digital Twins and Machine Learning,Gaurav A.; Gupta B.B.; Tai Chui K.; Arya V.; Benkhelifa E.,2023,Scopus,10.1109/gcce59613.2023.10315663,E2,No supply chain scope,,,
R0294,The Meta-Metaverse: Ideation and Future Directions,Jamshidi M.; Dehghaniyan Serej A.; Jamshidi A.; Moztarzadeh O.,2023,Scopus + WoS,10.3390/fi15080252,E2,No supply chain scope,,,
R0295,Demystifying xAOSF/AOSR Framework in the Context of Digital Twin and Industry 4.0,Ud Din F.; Paul D.,2023,Scopus,10.1007/978-3-031-16075-2_44,I,,,,Make
R0296,Harnessing Artificial Intelligence for Supply Chain Optimization: Enhanced Demand Prediction and Cost Reduction,Aljazzar S.M.,2023,Scopus,10.1109/eiceeai60672.2023.10590108,E4,Wrong publication type,medio,,
R0297,DIGITAL-TWIN ENABLED CONSTRUCTION SYSTEM FOR SUPPLY CHAIN RISK MANAGEMENT,Zhang W.; Yu C.; Xiao J.; Cheung D.; Kin H.; Zhong R.Y.,2023,Scopus + WoS,10.1109/case56687.2023.10288632,I,,,,
R0298,Applying digital twins for inventory and cash management in supply chains under physical and financial disruptions,Badakhshan E.; Ball P.,2023,Scopus + WoS,10.1080/00207543.2022.2093682,I,,,,
R0299,Real-Time Logistics and Warehouse Integration via Networks of the Future and Dynamic Digital Twins,Khetani N.; Sharma A.; Kulkarni A.,2023,Scopus,10.1109/ieeeconf58110.2023.10520525,I,,,,
R0300,Design and Implementation of a Digital Twin Testbed for Smart Warehouse Operations,Aouani S.E.; Daldoul D.; Sboui L.; Chaabane A.,2023,Scopus,10.1109/scc59637.2023.10527573,E3,No AI/ML component,,alto,
R0301,Digital Twin in the Aviation Industry and the Role of Machine Learning: A Review,Aggarwal P.; Narwal B.; Mohapatra A.K.; Bhati P.,2023,Scopus,10.1007/978-981-99-6568-7_41,E4,Wrong publication type,bajo,,
R0302,AI-Enabled Sensor-Driven Marketability Prediction of Strawberry Digital Twins,Elashmawy R.; Doron M.; Brecht J.K.; Uysal I.,2023,Scopus + WoS,10.1109/cai54212.2023.00112,I,,,,
R0303,A Novel Approach of Resource Allocation for Distributed Digital Twin Shop-Floor,Zhang H.; Yan Q.; Qin Y.; Chen S.; Zhang G.,2023,Scopus + WoS,10.3390/info14080458,E2,No supply chain scope,,,
R0304,Sustainable Urban Freight for Energy-Efficient Smart Cities—Systematic Literature Review,Golinska-Dawson P.; Sethanan K.,2023,Scopus + WoS,10.3390/en16062617,E4,Wrong publication type,medio,,
R0305,Autonomous Drilling Fluid Management System - Development of Fluid Advisory System and First Lab Trial,"Ettehadi R.; Onegova E.; Fevang F.Ø.; Knizhnik A.; Postovalov S.; Brevik J.O.; Thompson C., Jr.; Egorenkova T.; Kaageson-Loe N.",2023,Scopus,10.2118/215047-ms,E2,No supply chain scope,,,
R0306,Factory Simulation of Optimization Techniques Based on Deep Reinforcement Learning for Storage Devices,Lim J.-B.; Jeong J.,2023,Scopus + WoS,10.3390/app13179690,I,,,,Make
R0307,A Digital Reverse Logistics Twin for Improving Sustainability in Industry 5.0,Sun X.; Yu H.; Solvang W.D.,2023,Scopus + WoS,10.1007/978-3-031-43666-6_19,E3,No AI/ML component,,medio,
R0308,A machine learning digital twin approach for critical process parameter prediction in a catalyst manufacturing line,Perno M.; Hvam L.; Haug A.,2023,Scopus,10.1016/j.compind.2023.103987,E2,No supply chain scope,,,
R0309,"Intelligent digital twin (iDT) for supply chain stress-testing, resilience, and viability",Ivanov D.,2023,Scopus + WoS,10.1016/j.ijpe.2023.108938,I,,,,
R0310,Blockchain Technology for Food Supply Chain Traceability and Authentication,Barge P.; Franchetto M.A.A.; Maritano V.; Tortia C.; Gay P.; Schifanella C.; Cena F.,2023,Scopus,10.1007/978-3-031-30329-6_30,E1,No digital twin/model,,,
R0311,Challenges and perspectives for agribusiness logistics chain in the Industry 4.0 era,Quadras D.; Rigon B.; da Silva E.R.; Frazzon E.,2023,Scopus + WoS,10.1016/j.procir.2023.09.187,E4,Wrong publication type,medio,,
R0312,Digitalization of Supply Chain Management with Industry 4.0 Enabling Technologies: A Sustainable Perspective,Chauhan S.; Singh R.; Gehlot A.; Akram S.V.; Twala B.; Priyadarshi N.,2023,Scopus + WoS,10.3390/pr11010096,E4,Wrong publication type,medio,,
R0313,Supply chain risk identification: a real-time data-mining approach,Deiva Ganesh A.; Kalpana P.,2022,Scopus + WoS,10.1108/imds-11-2021-0719,E1,No digital twin/model,,,
R0314,Framework for planning and implementation of Digital Process Twins in the field of internal logistics,Zuhr P.; Rissmann L.; Meißner S.,2022,Scopus + WoS,10.1016/j.ifacol.2022.10.038,E3,No AI/ML component,,alto,
R0315,Using digital twins for inventory and cash management in supply chains,Badakhshan E.; Ball P.; Badakhshan A.,2022,Scopus + WoS,10.1016/j.ifacol.2022.09.689,E6,Duplicate,,,
R0316,A Social Media-driven Digital Twin of an Invasive Species,Scheibmeir J.; Malaiya Y.,2022,Scopus,10.46354/i3m.2022.sesde.002,E1,No digital twin/model,,,
R0317,Digital twin framework for reconfigurable manufacturing systems (RMSs): design and simulation,Kombaya Touckia J.; Hamani N.; Kermad L.,2022,Scopus,10.1007/s00170-022-09118-y,E2,No supply chain scope,,,
R0318,Reforming Supply Chain Systems in Metaverse,Cui Y.; Idota H.; Ota M.,2022,Scopus,10.1145/3561278.3561289,E1,No digital twin/model,,,
R0319,Utilising Digital Twins for Increasing Military Supply Chain Visibility,Sani S.; Schaefer D.; Milisavljevic-Syed J.,2022,Scopus,10.3233/atde220595,E3,No AI/ML component,,medio,
R0320,Factory Inventory Automation using Industry 4.0 Technologies,Vaddadi S.; Srinivas V.; Reddy N.A.; Girish H.; Rajkiran D.; Devipriya A.,2022,Scopus,10.1109/globconet53749.2022.9872416,E1,No digital twin/model,,,
R0321,Dynamic Resource Allocation in Supply Chain Scheduling Using Digital Twin Models,Greene L.M.; Steiner J.H.,2022,Scopus,10.71086/iajse/v9i4/iajse0928,I,,,,
R0322,Machine Learning-Based Digital Twin for Monitoring Fruit Quality Evolution,Melesse T.Y.; Bollo M.; Pasquale V.D.; Centro F.; Riemma S.,2022,Scopus + WoS,10.1016/j.procs.2022.01.200,I,,,,
R0323,From traditional warehouses to Physical Internet hubs: A digital twin-based inbound synchronization framework for PI-order management,Leung E.K.H.; Lee C.K.H.; Ouyang Z.,2022,Scopus + WoS,10.1016/j.ijpe.2021.108353,I,,,,
R0324,Integrating AI in an Audio-Based Digital Twin for Autonomous Management of Roadway Construction,Deria A.; Ghannad P.; Lee Y.-C.,2022,Scopus,10.1061/9780784483961.056,I,,,,
R0325,Socially responsible operations in the Industry 4.0 era: post-COVID-19 technology adoption and perspectives on future research,Asokan D.R.; Huq F.A.; Smith C.M.; Stevenson M.,2022,Scopus + WoS,10.1108/ijopm-01-2022-0069,E4,Wrong publication type,medio,,
R0326,Design of Cyber-Physical Waste Management Systems Focusing on Energy Efficiency and Sustainability,Akkad M.Z.; Haidar S.; Bányai T.,2022,Scopus,10.3390/designs6020039,E1,No digital twin/model,,,
R0327,A Reinforcement Learning Powered Digital Twin to Support Supply Chain Decisions,Martin G.; Oger R.,2022,Scopus,10.24251/hicss.2022.287,I,,,,
R0328,Towards Learning-Enabled Digital Twin with Augmented Reality for Resilient Production Scheduling,Greis N.P.; Nogueira M.L.; Rohde W.,2022,Scopus + WoS,10.1016/j.ifacol.2022.09.678,I,,,,Make
R0329,The Role Of AI In Warehouse Digital Twins,Elbouzidi A.D.; Bélanger M.-J.; el Cadi A.A.; Pellerin R.; Lamouri S.; Valencia E.T.,2022,Scopus,10.46354/i3m.2022.emss.024,E4,Wrong publication type,alto,,
R0330,Key Issues for Digital Factory Designing and Planning: A Survey,Wang H.; Du W.; Li S.,2022,Scopus,10.1007/978-3-030-92317-4_2,E4,Wrong publication type,bajo,,
R0331,Digital Twin Framework for Machine Learning-Enabled Integrated Production and Logistics Processes,Greis N.P.; Nogueira M.L.; Rohde W.,2021,Scopus + WoS,10.1007/978-3-030-85874-2_23,I,,,,Make
R0332,Supply chain resilience for vaccines: review of modeling approaches in the context of the COVID-19 pandemic,Golan M.S.; Trump B.D.; Cegan J.C.; Linkov I.,2021,Scopus + WoS,10.1108/imds-01-2021-0022,E4,Wrong publication type,medio,,
R0333,Simulation based Performance Analysis of Production Intralogistics,Golova J.; Mahmood K.; Raamets T.,2021,Scopus,10.1088/1757-899x/1140/1/012026,E1,No digital twin/model,,,
R0334,A decision support system for urban agriculture using digital twin: A case study with aquaponics,Ghandar A.; Ahmed A.; Zulfiqar S.; Hua Z.; Hanai M.; Theodoropoulos G.,2021,Scopus + WoS,10.1109/access.2021.3061722,E2,No supply chain scope,,,
R0335,Smart master production schedule for the supply chain: A conceptual framework,Serrano-Ruiz J.C.; Mula J.; Poler R.,2021,Scopus + WoS,10.3390/computers10120156,E4,Wrong publication type,alto,,
R0336,Understanding Data-Related Concepts in Smart Manufacturing and Supply Chain Through Text Mining,Nguyen A.; Usuga-Cadavid J.P.; Lamouri S.; Grabot B.; Pellerin R.,2021,Scopus,10.1007/978-3-030-69373-2_37,E4,Wrong publication type,bajo,,
R0337,"Technologies, opportunities and challenges of the industrial revolution 4.0: Theoretical considerations",Rymarczyk J.,2020,Scopus,10.15678/eber.2020.080110,E4,Wrong publication type,bajo,,
R0338,Construction with digital twin information systems,Sacks R.; Brilakis I.; Pikas E.; Xie H.S.; Girolami M.,2020,Scopus,10.1017/dce.2020.16,E2,No supply chain scope,,,
R0339,The Uncertain Enterprise: Achieving Adaptation Through Digital Twins and Machine Learning Extended Abstract,Clark T.,2020,Scopus,10.1007/978-3-030-63479-7_1,E5,Wrong publication type,,,
R0340,Creating transparency in the finished vehicles transportation process through the implementation of a real-time decision support system,Schenk A.; Clausen U.,2020,Scopus + WoS,10.1109/ieem45057.2020.9309978,E1,No digital twin/model,,,
R0341,Supporting SMEs in the Lake Constance Region in the Implementation of Cyber-Physical-Systems: Framework and Demonstrator,Dobler M.; Schumacher J.; Busel P.; Hartmann C.,2020,Scopus,10.1109/ice/itmc49519.2020.9198430,I,,,,Make
R0342,Cloud-Enabled Product Design Selection and Manufacturing as a Service,"Babiceanu, RF; Seker, R",2020,WoS,10.1007/978-3-030-27477-1_16,E1,No digital twin/model,,,
R0343,Industrial Internet of Things: Digital Twins,Delfino L.R.; Garcia A.S.; De Moura R.L.,2019,Scopus + WoS,10.1109/imoc43827.2019.9317591,E2,No supply chain scope,,,
R0344,Reference field for research and development of novel hybrid forms of human machine interaction in logistics; [Referenzfeld zur erforschung und entwicklung neuartiger hybrider formen der zusammenarbeit von menschen und maschinen in der logistik],Zeidler F.; Bayhan H.; Venkatapathy A.K.R.; Hompel M.T.,2017,Scopus,10.2195/lj_proc_zeidler_de_201710_01,E5,Not in English,,,
R0345,Human machine synergies in intra-logistics: Creating a hybrid network for research and technologies,Venkatapathy A.K.R.; Bayhan H.; Zeidler F.; Ten Hompel M.,2017,Scopus + WoS,10.15439/2017f253,E1,No digital twin/model,,,
R0346,Towards Predicting Blockages in Urban Stormwater Drainage Systems with Machine Learning,Krishantha A.; Ekambaram P.; Alam M.; Hossain I.; Huang M.; Aziz A.,2026,Scopus,10.22260/isarc2026/0198,E1,No digital twin/model,,,
R0347,Evaluation of the efficiency of air-cushion conveyor modernization through digital monitoring and modeling,Sarsenova G.; Uskembayeva B.; Joldassova K.; Alimova K.; Sultanaliev B.; Asset A.; Asset A.,2026,Scopus + WoS,10.1515/eng-2025-0146,I,,,,
R0348,Machine Learning for Predictive Maintenance: A Literature Review,Bernard F.S.; Gunawan F.E.,2026,Scopus,10.1007/978-3-032-10898-2_4,E4,Wrong publication type,bajo,,
R0349,Toward Explainable Digital Twins for Indoor Environmental Risk Prediction Using Open IoT Sensor Data,Hindasi Y.A.; Ilbeigi M.; Rezaei M.; mohammadjani F.Z.; Jahanshahi E.; Barjani A.; Yarloo L.,2026,Scopus,10.1016/j.rineng.2026.112313,E2,No supply chain scope,,,
R0350,Causal Digital Twin-Driven Emergency Material Demand Prediction for Post-Earthquake Disaster Management,Prakash N.B.; Senthil M.; Srinu N.,2026,Scopus,10.1109/icirca69024.2026.11570431,I,,,,
R0351,AI-Driven Optimization of Bio-Energy Systems: Models for Resource Assessment and Emission Reduction,Suhane S.; Katkar R.R.; Suhane S.; Sugumaran S.; Takale S.B.; Khetree S.D.; Thakur S.; Waware S.Y.; Kurhade A.S.,2026,Scopus,10.59429/ace.v9i1.5837,E4,Wrong publication type,medio,,
R0352,Green AI for climate-smart dairy and poultry: a tiered policy framework for computational sustainability,Neethirajan S.,2026,Scopus + WoS,10.3389/fsufs.2026.1766844,E4,Wrong publication type,bajo,,
R0353,AI-Powered Predictive Flight Maintenance,Haldar P.,2026,Scopus,10.1109/southeastcon63549.2026.11476176,E2,No supply chain scope,,,
R0354,"Securing Industrial Control Systems and SCADA Networks: Protocol Weaknesses, Standards, Emerging Defenses, and Future Research Directions",Jadeja K.; Gohil M.; Nahar T.; Vijay A.; Das V.,2026,Scopus,10.1007/978-3-032-19300-1_22,E4,Wrong publication type,bajo,,
R0355,How can Industry 5.0 transform operational excellence into a driver to achieve SDGs in Ibero-American countries?,"Jamwal, A; Kumar, A; Samadhiya, A; Mohapatra, AK; Garza-Reyes, JA",2026,WoS,10.1108/ijlss-09-2025-0267,E4,Wrong publication type,medio,,
R0356,"Cyber threat intelligence for smart grids using knowledge graphs, digital twins, and hybrid machine learning in SCADA networks",Al-Qirim N.; Majdalawieh M.; Bani-hani A.; Al Hamadi H.,2025,Scopus,10.1177/18479790251328183,E2,No supply chain scope,,,
R0357,Anomaly detection using machine learning and adopted digital twin concepts in radio environments,Moharam M.H.; Hany O.; Hany A.; Mahmoud A.; Mohamed M.; Saeed S.,2025,Scopus,10.1038/s41598-025-02759-5,E1,No digital twin/model,,,
R0358,Data-driven progress prediction in construction: a multi-project portfolio management approach,Tagharobi M.; Babaeian Jelodar M.; Susnjak T.,2025,Scopus,10.3389/fbuil.2025.1681156,E1,No digital twin/model,,,
R0359,Exploring the role of Artificial Intelligence in life-cycle-related studies,Pourhejazy P.; Solvang W.D.,2025,Scopus + WoS,10.1016/j.ifacol.2025.09.417,E4,Wrong publication type,bajo,,
R0360,DiGraph-Enabled Digital Twin and Label-Encoding Machine Learning for SCADA Network’s Cyber Attack Analysis in Industry 5.0,Al-Qirim N.; Bani-Hani A.; Majdalawieh M.; Al Hamadi H.; Kamrul Hasan M.,2025,Scopus,10.1109/ojcoms.2024.3502544,E2,No supply chain scope,,,
R0361,Systematic Review on Applied Technologies in Logistics to Improve Efficiency in the Textile Industry,López C.C.A.; Berrocal Y.I.H.; Correa M.N.M.,2025,Scopus,10.18687/laccei2025.1.1.487,E4,Wrong publication type,medio,,
R0362,"Circular buildings in focus: A comprehensive analysis of knowledge trends, priorities, and insights through performance and visualization analysis",Zyoud S.; Zyoud A.H.,2025,Scopus,10.1016/j.igd.2025.100300,E4,Wrong publication type,bajo,,
R0363,Digital Twins and Network Resilience in the EU ETS: Analysing Structural Shifts in Carbon Trading,Eirado C.R.R.; Silveira D.; Cajueiro D.O.,2025,Scopus,10.3390/su17156924,E1,No digital twin/model,,,
R0364,Industry 4.0 in Automotive Manufacturing: A Digital Twin Approach,Moussa M.; Abbas M.; Elmaraghy H.,2025,Scopus,10.1016/j.procir.2025.02.197,E2,No supply chain scope,,,
R0365,Predicting design suitability of box-shaped sustainable timber structural members using machine learning and hyperparameter optimization,Cosut M.; Bekdas G.; Nigdeli S.M.; Isikdag U.,2025,Scopus,10.1007/s00521-025-11556-0,E1,No digital twin/model,,,
R0366,Industry 4.0 technologies in support of circular Economy: A 10R-based integration framework,"Ciano, MP; Peron, M; Panza, L; Pozzi, R",2025,WoS,10.1016/j.cie.2025.110867,E4,Wrong publication type,bajo,,
R0367,"Staging digital capability activation for innovation resilience: a dynamic capability perspective on sequencing AI, big data, IoT and blockchain","Mousa, S; Bouraoui, T",2025,WoS,10.1108/ijoa-07-2025-5797,E1,No digital twin/model,,,
R0368,Optimizing Industrial System From Machine Learning to Digital Twin-Driven Predictive Maintenance,Ezzahra L.F.; Zineb H.; Ayoub F.; Monteiro F.; Abdoul R.; Abdennasser A.,2024,Scopus,10.1109/icm63406.2024.10815781,E1,No digital twin/model,,,
